id,title,subject,date,label
59,SHOCKING: The government is printing counterfeit currency in a hidden warehouse,Business,"January 07, 2025",FAKE
60,Leaked: A leading pharmaceutical company found a player who is secretly 200 years old,Sports,"September 19, 2025",FAKE
61,SHOCKING: A major tech company is secretly implanting chips in students' textbooks,Education,"September 02, 2025",FAKE
62,EXPOSED: A famous university confirmed a secret alien collaboration on its new project,Entertainment,"October 21, 2023",FAKE
63,"BREAKING: The government covered up the discovery of a giant sea monster, Insiders Say",Environment,"June 28, 2023",FAKE
64,Leaked: A well-known airline covered up the discovery of a giant sea monster,Environment,"August 25, 2023",FAKE
65,SHOCKING: The world's richest man covered up the discovery of a giant sea monster,Environment,"December 16, 2023",FAKE
66,Leaked: A national news network hired actors who are actually clones,Entertainment,"October 30, 2024",FAKE
67,You Won't Believe It: A national news network is printing counterfeit currency in a hidden warehouse,Business,"September 10, 2023",FAKE
68,"BREAKING: A major tech company is building a hidden underground city to escape a disaster, Insiders Say",World,"May 13, 2023",FAKE
69,You Won't Believe It: A leading pharmaceutical company confirmed a secret alien collaboration on its new project,Entertainment,"April 22, 2024",FAKE
70,"BREAKING: A famous university contains a hidden mind-control chemical, Insiders Say",Health,"July 02, 2023",FAKE
71,"BREAKING: The world's richest man is replacing all teachers with holograms next semester, Insiders Say",Education,"September 18, 2023",FAKE
72,EXPOSED: A national news network is replacing all teachers with holograms next semester,Education,"May 07, 2023",FAKE
73,You Won't Believe It: A popular streaming platform bribed regulators to hide a massive cover-up,Business,"January 17, 2025",FAKE
74,SHOCKING: The space agency banned an entire subject for being 'too dangerous',Education,"March 20, 2025",FAKE
75,Leaked: The national bank staged an entire war using paid actors,World,"March 24, 2024",FAKE
76,SHOCKING: A top hospital chain is secretly controlled by a single family that rules the planet,World,"October 26, 2023",FAKE
77,EXPOSED: A famous university is replacing referees with mind-reading drones,Sports,"July 14, 2024",FAKE
78,"BREAKING: A well-known airline is printing counterfeit currency in a hidden warehouse, Insiders Say",Business,"May 01, 2023",FAKE
79,Leaked: A national news network faked its bankruptcy to avoid paying taxes,Business,"January 02, 2024",FAKE
80,"BREAKING: A famous university is filming secret propaganda for a hidden government, Insiders Say",Entertainment,"March 14, 2025",FAKE
81,EXPOSED: The national bank covered up a meteor strike that happened last week,World,"May 28, 2023",FAKE
82,You Won't Believe It: A famous university found evidence that the Earth is actually flat,Science,"July 19, 2023",FAKE
83,EXPOSED: The government is secretly implanting chips in students' textbooks,Education,"December 02, 2023",FAKE
84,You Won't Believe It: A national news network covered up a meteor strike that happened last week,World,"October 24, 2023",FAKE
85,You Won't Believe It: A national news network is secretly run by a shadowy group of billionaires,Business,"July 28, 2023",FAKE
86,"BREAKING: A leading pharmaceutical company is filming secret propaganda for a hidden government, Insiders Say",Entertainment,"July 16, 2023",FAKE
87,You Won't Believe It: The government is spying on your thoughts through your phone's microphone,Technology,"June 07, 2025",FAKE
88,Leaked: The world's richest man hired actors who are actually clones,Entertainment,"May 08, 2024",FAKE
89,SHOCKING: A national news network shows that gravity will disappear next Tuesday,Science,"February 07, 2025",FAKE
90,SHOCKING: A famous university is using hidden hypnosis techniques in its latest release,Entertainment,"January 24, 2023",FAKE
91,EXPOSED: A major tech company is a cover for a government tracking chip,Health,"February 17, 2023",FAKE
92,Leaked: A well-known airline is secretly implanting chips in students' textbooks,Education,"January 06, 2024",FAKE
93,"BREAKING: A famous university confirmed a secret alien collaboration on its new project, Insiders Say",Entertainment,"July 23, 2023",FAKE
94,EXPOSED: A top hospital chain is secretly seeding clouds to control the weather,Environment,"March 17, 2025",FAKE
95,SHOCKING: A well-known airline is hiding proof that trees are actually robots,Environment,"February 29, 2024",FAKE
96,"BREAKING: A national news network banned an entire subject for being 'too dangerous', Insiders Say",Education,"July 04, 2025",FAKE
97,SHOCKING: A top hospital chain will confiscate all private property next month,Politics,"November 27, 2023",FAKE
98,"BREAKING: The government proves the moon landing was staged in a movie studio, Insiders Say",Science,"November 02, 2025",FAKE
99,"BREAKING: A top hospital chain is secretly seeding clouds to control the weather, Insiders Say",Environment,"May 23, 2024",FAKE
100,EXPOSED: A famous university found a forest that grants immortality to visitors,Environment,"October 14, 2023",FAKE
101,SHOCKING: A global soda brand is canceling the championship because of a hidden curse,Sports,"July 22, 2023",FAKE
102,You Won't Believe It: The world's richest man was caught destroying ballots on camera,Politics,"March 16, 2024",FAKE
103,You Won't Believe It: The world's richest man found a forest that grants immortality to visitors,Environment,"July 22, 2024",FAKE
104,Leaked: A popular streaming platform is replacing all teachers with holograms next semester,Education,"June 17, 2024",FAKE
105,Leaked: A popular streaming platform is being used to read your mind while you sleep,Technology,"June 04, 2024",FAKE
106,You Won't Believe It: A global soda brand has a secret switch that lets it shut down the internet at will,Technology,"July 05, 2024",FAKE
107,You Won't Believe It: The space agency is replacing referees with mind-reading drones,Sports,"May 09, 2025",FAKE
108,"BREAKING: A popular streaming platform hired actors who are actually clones, Insiders Say",Entertainment,"June 08, 2023",FAKE
109,"BREAKING: A major tech company found a forest that grants immortality to visitors, Insiders Say",Environment,"May 16, 2023",FAKE
110,You Won't Believe It: The national bank causes instant memory loss according to a leaked memo,Health,"October 27, 2023",FAKE
111,SHOCKING: A major tech company is being replaced by an AI system,Politics,"February 14, 2025",FAKE
112,EXPOSED: A global soda brand was designed to replace all human jobs by next year,Technology,"July 15, 2023",FAKE
113,SHOCKING: A famous university is teaching children a secret code created by a cult,Education,"July 22, 2023",FAKE
114,EXPOSED: A popular streaming platform banned an entire team for being robots,Sports,"December 24, 2025",FAKE
115,SHOCKING: A well-known airline confirmed a secret alien collaboration on its new project,Entertainment,"June 14, 2024",FAKE
116,Leaked: A national news network covered up the discovery of a giant sea monster,Environment,"October 20, 2023",FAKE
117,Leaked: The government discovered a hidden portal to another dimension,Science,"May 06, 2025",FAKE
118,Leaked: The national bank covered up a meteor strike that happened last week,World,"July 18, 2024",FAKE
119,"BREAKING: A famous university is secretly run by a shadowy group of billionaires, Insiders Say",Business,"April 12, 2025",FAKE
120,EXPOSED: A major tech company was engineered in a secret lab to control the population,Health,"December 05, 2023",FAKE
121,Leaked: A national news network causes instant memory loss according to a leaked memo,Health,"January 22, 2023",FAKE
122,EXPOSED: A national news network covered up the discovery of a giant sea monster,Environment,"October 16, 2025",FAKE
123,EXPOSED: A national news network is hiding proof that trees are actually robots,Environment,"January 29, 2023",FAKE
124,EXPOSED: A national news network is being replaced by an AI system,Politics,"May 15, 2024",FAKE
125,EXPOSED: The government is teaching children a secret code created by a cult,Education,"December 12, 2023",FAKE
126,"BREAKING: A major tech company was designed to replace all human jobs by next year, Insiders Say",Technology,"November 18, 2025",FAKE
127,SHOCKING: A well-known airline is using hidden hypnosis techniques in its latest release,Entertainment,"February 03, 2025",FAKE
128,Leaked: A global soda brand is secretly run by a shadowy group of billionaires,Business,"September 04, 2024",FAKE
129,"BREAKING: The world's richest man proves the moon landing was staged in a movie studio, Insiders Say",Science,"March 21, 2024",FAKE
130,"BREAKING: The government is secretly seeding clouds to control the weather, Insiders Say",Environment,"April 28, 2023",FAKE
131,SHOCKING: A well-known airline is secretly implanting chips in students' textbooks,Education,"December 25, 2024",FAKE
132,SHOCKING: A national news network banned an entire team for being robots,Sports,"December 27, 2024",FAKE
133,EXPOSED: A well-known airline is filming secret propaganda for a hidden government,Entertainment,"December 19, 2025",FAKE
134,"BREAKING: A major tech company is using hidden hypnosis techniques in its latest release, Insiders Say",Entertainment,"November 15, 2023",FAKE
135,Leaked: A popular streaming platform is building a hidden underground city to escape a disaster,World,"January 16, 2025",FAKE
136,You Won't Believe It: A famous university is hiding proof that trees are actually robots,Environment,"June 18, 2025",FAKE
137,You Won't Believe It: A national news network found a player who is secretly 200 years old,Sports,"January 05, 2025",FAKE
138,Leaked: A famous university is secretly run by a shadowy group of billionaires,Business,"March 19, 2025",FAKE
139,"BREAKING: The government banned an entire team for being robots, Insiders Say",Sports,"September 08, 2025",FAKE
140,"BREAKING: A well-known airline confirmed a secret alien collaboration on its new project, Insiders Say",Entertainment,"September 18, 2023",FAKE
141,SHOCKING: A national news network is secretly seeding clouds to control the weather,Environment,"August 13, 2023",FAKE
142,SHOCKING: A top hospital chain was designed to replace all human jobs by next year,Technology,"April 29, 2024",FAKE
143,Leaked: A popular streaming platform is replacing referees with mind-reading drones,Sports,"June 08, 2025",FAKE
144,EXPOSED: A well-known airline proves the moon landing was staged in a movie studio,Science,"May 22, 2024",FAKE
145,"BREAKING: A top hospital chain covered up the discovery of a giant sea monster, Insiders Say",Environment,"August 24, 2023",FAKE
146,SHOCKING: A leading pharmaceutical company bribed regulators to hide a massive cover-up,Business,"August 28, 2025",FAKE
147,You Won't Believe It: The space agency covered up the discovery of a giant sea monster,Environment,"November 01, 2023",FAKE
148,You Won't Believe It: A popular streaming platform is spying on your thoughts through your phone's microphone,Technology,"January 29, 2024",FAKE
149,Leaked: The space agency was caught destroying ballots on camera,Politics,"April 15, 2023",FAKE
150,Leaked: A famous university covered up the discovery of a giant sea monster,Environment,"November 19, 2024",FAKE
151,SHOCKING: A global soda brand is being replaced by an AI system,Politics,"September 15, 2024",FAKE
152,"BREAKING: A famous university is canceling the championship because of a hidden curse, Insiders Say",Sports,"May 20, 2024",FAKE
153,You Won't Believe It: The government is spying on your thoughts through your phone's microphone,Technology,"October 20, 2024",FAKE
154,You Won't Believe It: A famous university is secretly controlled by a single family that rules the planet,World,"June 01, 2025",FAKE
155,SHOCKING: The national bank is building a hidden underground city to escape a disaster,World,"August 17, 2023",FAKE
156,"BREAKING: A leading pharmaceutical company will confiscate all private property next month, Insiders Say",Politics,"November 09, 2024",FAKE
157,"BREAKING: A national news network is replacing referees with mind-reading drones, Insiders Say",Sports,"May 02, 2024",FAKE
158,EXPOSED: A popular streaming platform is replacing all teachers with holograms next semester,Education,"September 25, 2023",FAKE
159,SHOCKING: The space agency was caught destroying ballots on camera,Politics,"July 01, 2025",FAKE
160,You Won't Believe It: The space agency faked satellite images to hide a shrinking ocean,Environment,"August 29, 2025",FAKE
161,EXPOSED: The government has a secret switch that lets it shut down the internet at will,Technology,"May 06, 2025",FAKE
162,SHOCKING: A global soda brand discovered a hidden portal to another dimension,Science,"July 07, 2025",FAKE
163,EXPOSED: A well-known airline is a cover for a government tracking chip,Health,"December 08, 2023",FAKE
164,Leaked: A famous university is spying on your thoughts through your phone's microphone,Technology,"January 25, 2024",FAKE
165,EXPOSED: A global soda brand is hiding proof that trees are actually robots,Environment,"June 15, 2025",FAKE
166,You Won't Believe It: A popular streaming platform is secretly seeding clouds to control the weather,Environment,"February 28, 2024",FAKE
167,Leaked: The space agency has a secret switch that lets it shut down the internet at will,Technology,"November 16, 2025",FAKE
168,"BREAKING: A famous university faked satellite images to hide a shrinking ocean, Insiders Say",Environment,"August 29, 2024",FAKE
169,You Won't Believe It: A top hospital chain was engineered in a secret lab to control the population,Health,"December 28, 2025",FAKE
170,"BREAKING: A leading pharmaceutical company was caught destroying ballots on camera, Insiders Say",Politics,"September 30, 2023",FAKE
171,"BREAKING: The world's richest man is planning to replace all employees with clones, Insiders Say",Business,"January 03, 2023",FAKE
172,You Won't Believe It: The national bank is secretly implanting chips in students' textbooks,Education,"June 24, 2024",FAKE
173,"BREAKING: A famous university is secretly implanting chips in students' textbooks, Insiders Say",Education,"January 22, 2023",FAKE
174,Leaked: A top hospital chain discovered a hidden portal to another dimension,Science,"August 06, 2023",FAKE
175,You Won't Believe It: A leading pharmaceutical company shows that gravity will disappear next Tuesday,Science,"June 24, 2025",FAKE
176,Leaked: The world's richest man shows that gravity will disappear next Tuesday,Science,"November 15, 2023",FAKE
177,Leaked: The national bank is filming secret propaganda for a hidden government,Entertainment,"July 11, 2023",FAKE
178,You Won't Believe It: A top hospital chain staged an entire war using paid actors,World,"October 01, 2025",FAKE
179,Leaked: The government discovered a hidden portal to another dimension,Science,"December 30, 2023",FAKE
180,Leaked: The world's richest man is replacing all teachers with holograms next semester,Education,"May 28, 2023",FAKE
181,You Won't Believe It: A leading pharmaceutical company covered up a meteor strike that happened last week,World,"December 14, 2025",FAKE
182,SHOCKING: The space agency secretly plans to cancel all elections,Politics,"February 25, 2025",FAKE
183,SHOCKING: A leading pharmaceutical company secretly plans to cancel all elections,Politics,"May 23, 2024",FAKE
184,SHOCKING: A leading pharmaceutical company contains a backdoor giving aliens access to your data,Technology,"January 20, 2023",FAKE
185,Leaked: A national news network fixed every game this season using secret signals,Sports,"October 13, 2023",FAKE
186,You Won't Believe It: A top hospital chain is building a hidden underground city to escape a disaster,World,"September 07, 2025",FAKE
187,SHOCKING: A global soda brand signed a law banning free speech overnight,Politics,"February 13, 2023",FAKE
188,SHOCKING: A famous university is hiding proof that trees are actually robots,Environment,"October 18, 2023",FAKE
189,"BREAKING: The world's richest man is being replaced by an AI system, Insiders Say",Politics,"October 29, 2023",FAKE
190,You Won't Believe It: The world's richest man confirms that dinosaurs are still alive in a secret jungle,Science,"October 04, 2025",FAKE
191,EXPOSED: A major tech company is printing counterfeit currency in a hidden warehouse,Business,"June 06, 2023",FAKE
192,You Won't Believe It: The national bank contains a hidden mind-control chemical,Health,"November 06, 2023",FAKE
193,You Won't Believe It: The national bank found a forest that grants immortality to visitors,Environment,"May 20, 2025",FAKE
194,"BREAKING: The space agency discovered a hidden portal to another dimension, Insiders Say",Science,"August 01, 2023",FAKE
195,You Won't Believe It: A famous university fixed every game this season using secret signals,Sports,"November 01, 2023",FAKE
196,SHOCKING: A popular streaming platform is being used to read your mind while you sleep,Technology,"May 18, 2023",FAKE
197,"BREAKING: A national news network faked a celebrity's death for a publicity stunt, Insiders Say",Entertainment,"July 05, 2023",FAKE
198,Leaked: A popular streaming platform was designed to replace all human jobs by next year,Technology,"October 09, 2025",FAKE
199,Leaked: The space agency faked a celebrity's death for a publicity stunt,Entertainment,"May 18, 2024",FAKE
200,EXPOSED: A well-known airline found a forest that grants immortality to visitors,Environment,"December 26, 2025",FAKE
201,EXPOSED: A major tech company confirmed a secret alien collaboration on its new project,Entertainment,"December 15, 2025",FAKE
202,SHOCKING: A national news network is secretly run by a shadowy group of billionaires,Business,"January 10, 2025",FAKE
203,SHOCKING: The national bank will confiscate all private property next month,Politics,"October 01, 2023",FAKE
204,You Won't Believe It: The national bank banned an entire team for being robots,Sports,"July 31, 2025",FAKE
205,You Won't Believe It: The world's richest man is filming secret propaganda for a hidden government,Entertainment,"April 25, 2023",FAKE
206,SHOCKING: A popular streaming platform is spying on your thoughts through your phone's microphone,Technology,"January 31, 2025",FAKE
207,"EXPOSED: A leading pharmaceutical company can cure any disease in 24 hours, doctors don't want you to know",Health,"September 03, 2025",FAKE
208,You Won't Believe It: A top hospital chain signed a law banning free speech overnight,Politics,"June 11, 2023",FAKE
209,Leaked: The space agency is being replaced by an AI system,Politics,"January 09, 2024",FAKE
210,Leaked: A national news network contains a backdoor giving aliens access to your data,Technology,"August 20, 2025",FAKE
211,You Won't Believe It: A well-known airline fixed every game this season using secret signals,Sports,"August 16, 2023",FAKE
212,Leaked: The space agency was caught destroying ballots on camera,Politics,"January 23, 2023",FAKE
213,Leaked: A global soda brand is building a hidden underground city to escape a disaster,World,"April 10, 2024",FAKE
214,You Won't Believe It: A major tech company shows that gravity will disappear next Tuesday,Science,"September 14, 2023",FAKE
215,EXPOSED: The government banned an entire subject for being 'too dangerous',Education,"January 12, 2024",FAKE
216,Leaked: A national news network is a cover for a government tracking chip,Health,"October 03, 2024",FAKE
217,"BREAKING: The government was designed to replace all human jobs by next year, Insiders Say",Technology,"February 03, 2024",FAKE
218,You Won't Believe It: A major tech company causes instant memory loss according to a leaked memo,Health,"February 27, 2023",FAKE
219,EXPOSED: A global soda brand is spying on your thoughts through your phone's microphone,Technology,"March 09, 2024",FAKE
220,You Won't Believe It: The world's richest man shows that gravity will disappear next Tuesday,Science,"March 08, 2023",FAKE
221,"SHOCKING: The space agency can cure any disease in 24 hours, doctors don't want you to know",Health,"September 17, 2025",FAKE
222,"BREAKING: A major tech company is canceling the championship because of a hidden curse, Insiders Say",Sports,"December 31, 2024",FAKE
223,You Won't Believe It: The world's richest man faked satellite images to hide a shrinking ocean,Environment,"December 29, 2024",FAKE
224,You Won't Believe It: The national bank is a cover for a government tracking chip,Health,"October 25, 2025",FAKE
225,You Won't Believe It: A popular streaming platform confirmed that homework causes psychic powers,Education,"August 17, 2024",FAKE
226,You Won't Believe It: A major tech company is hiding a secret alliance with extraterrestrials,World,"March 17, 2024",FAKE
227,You Won't Believe It: A global soda brand contains a backdoor giving aliens access to your data,Technology,"July 05, 2025",FAKE
228,Leaked: The national bank shows that gravity will disappear next Tuesday,Science,"March 23, 2023",FAKE
229,EXPOSED: The space agency is planning to replace all employees with clones,Business,"November 09, 2023",FAKE
230,EXPOSED: A major tech company is hiding a secret alliance with extraterrestrials,World,"September 25, 2024",FAKE
231,"BREAKING: A major tech company covered up a meteor strike that happened last week, Insiders Say",World,"December 14, 2023",FAKE
232,"SHOCKING: A famous university can cure any disease in 24 hours, doctors don't want you to know",Health,"December 24, 2024",FAKE
233,"BREAKING: A national news network is being used to read your mind while you sleep, Insiders Say",Technology,"August 27, 2025",FAKE
234,"BREAKING: A major tech company contains a backdoor giving aliens access to your data, Insiders Say",Technology,"March 23, 2023",FAKE
235,"BREAKING: A popular streaming platform confirmed a secret alien collaboration on its new project, Insiders Say",Entertainment,"June 21, 2025",FAKE
236,EXPOSED: The national bank is secretly implanting chips in students' textbooks,Education,"April 26, 2025",FAKE
237,EXPOSED: A leading pharmaceutical company proves the moon landing was staged in a movie studio,Science,"May 16, 2024",FAKE
238,EXPOSED: A major tech company was designed to replace all human jobs by next year,Technology,"November 21, 2023",FAKE
239,"BREAKING: The world's richest man is a cover for a government tracking chip, Insiders Say",Health,"July 11, 2023",FAKE
240,SHOCKING: A leading pharmaceutical company is secretly controlled by a single family that rules the planet,World,"August 12, 2023",FAKE
241,"BREAKING: A popular streaming platform is a cover for a government tracking chip, Insiders Say",Health,"April 02, 2025",FAKE
242,Leaked: The national bank is replacing referees with mind-reading drones,Sports,"March 11, 2024",FAKE
243,You Won't Believe It: A well-known airline proves the moon landing was staged in a movie studio,Science,"August 20, 2025",FAKE
244,SHOCKING: The national bank is planning to replace all employees with clones,Business,"February 17, 2025",FAKE
245,SHOCKING: A well-known airline is filming secret propaganda for a hidden government,Entertainment,"March 09, 2024",FAKE
246,You Won't Believe It: A famous university faked a celebrity's death for a publicity stunt,Entertainment,"June 21, 2023",FAKE
247,Leaked: A popular streaming platform proves the moon landing was staged in a movie studio,Science,"July 13, 2025",FAKE
248,SHOCKING: A leading pharmaceutical company is printing counterfeit currency in a hidden warehouse,Business,"April 21, 2023",FAKE
249,Leaked: A famous university banned an entire team for being robots,Sports,"December 16, 2024",FAKE
250,EXPOSED: A global soda brand staged an entire war using paid actors,World,"December 27, 2024",FAKE
251,EXPOSED: A global soda brand will confiscate all private property next month,Politics,"June 09, 2023",FAKE
252,Leaked: The national bank was designed to replace all human jobs by next year,Technology,"November 05, 2023",FAKE
253,EXPOSED: The national bank is hiding a secret alliance with extraterrestrials,World,"June 22, 2024",FAKE
254,SHOCKING: A well-known airline was caught destroying ballots on camera,Politics,"July 19, 2023",FAKE
255,You Won't Believe It: A popular streaming platform is planning to replace all employees with clones,Business,"February 12, 2025",FAKE
256,"BREAKING: The world's richest man is planning to replace all employees with clones, Insiders Say",Business,"January 28, 2025",FAKE
257,Leaked: A famous university shows that gravity will disappear next Tuesday,Science,"October 19, 2025",FAKE
258,"BREAKING: The national bank faked a celebrity's death for a publicity stunt, Insiders Say",Entertainment,"December 07, 2025",FAKE
259,EXPOSED: A well-known airline is being used to read your mind while you sleep,Technology,"December 29, 2023",FAKE
260,Leaked: A global soda brand is being used to read your mind while you sleep,Technology,"August 06, 2024",FAKE
261,SHOCKING: A national news network shows that gravity will disappear next Tuesday,Science,"June 29, 2023",FAKE
262,EXPOSED: The space agency is being replaced by an AI system,Politics,"October 13, 2025",FAKE
263,Leaked: A leading pharmaceutical company is a cover for a government tracking chip,Health,"August 16, 2024",FAKE
264,You Won't Believe It: A well-known airline is planning to replace all employees with clones,Business,"August 23, 2023",FAKE
265,SHOCKING: The national bank is a cover for a government tracking chip,Health,"March 21, 2025",FAKE
266,"BREAKING: A global soda brand is printing counterfeit currency in a hidden warehouse, Insiders Say",Business,"June 25, 2024",FAKE
267,SHOCKING: The government bribed regulators to hide a massive cover-up,Business,"February 01, 2023",FAKE
268,You Won't Believe It: A global soda brand is replacing referees with mind-reading drones,Sports,"November 17, 2024",FAKE
269,EXPOSED: The world's richest man confirmed a secret alien collaboration on its new project,Entertainment,"January 30, 2024",FAKE
270,Leaked: The government confirmed a secret alien collaboration on its new project,Entertainment,"September 21, 2023",FAKE
271,You Won't Believe It: A popular streaming platform was designed to replace all human jobs by next year,Technology,"June 14, 2025",FAKE
272,EXPOSED: A global soda brand is spying on your thoughts through your phone's microphone,Technology,"June 16, 2024",FAKE
273,Leaked: The world's richest man fixed every game this season using secret signals,Sports,"February 22, 2023",FAKE
274,SHOCKING: A top hospital chain is replacing all teachers with holograms next semester,Education,"February 22, 2025",FAKE
275,You Won't Believe It: A well-known airline was designed to replace all human jobs by next year,Technology,"May 05, 2024",FAKE
276,SHOCKING: A global soda brand faked its bankruptcy to avoid paying taxes,Business,"June 17, 2024",FAKE
277,Leaked: A top hospital chain contains a hidden mind-control chemical,Health,"August 16, 2023",FAKE
278,You Won't Believe It: A major tech company was engineered in a secret lab to control the population,Health,"June 20, 2024",FAKE
279,SHOCKING: A well-known airline causes instant memory loss according to a leaked memo,Health,"March 11, 2025",FAKE
280,You Won't Believe It: A popular streaming platform secretly plans to cancel all elections,Politics,"June 06, 2023",FAKE
281,You Won't Believe It: A popular streaming platform faked a celebrity's death for a publicity stunt,Entertainment,"November 26, 2023",FAKE
282,"BREAKING: A top hospital chain will confiscate all private property next month, Insiders Say",Politics,"August 29, 2023",FAKE
283,EXPOSED: The space agency is secretly controlled by a single family that rules the planet,World,"November 21, 2023",FAKE
